id,client_id,domain,city,region,browser,device_category,date,pageviews,campaign,keyword,medium,source,avg_session_duration,bounce_rate,sessions,goal_completion_location,goal_completions,goal_conversion_rate,goal_value,conversion,source_conv,ad_cost,sale,model_ga_name,model_ga_id
9479,GA1.2.1672932100.1578650513,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,2,(not set),(not set),(none),(direct),1.1574074074038876e-05,0.0,1,/?keyauto_from=1,1,1.0,20055,1,(direct),0,0,,
9555,GA1.2.1640694816.1578649836,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,6,(not set),(not provided),organic,google,0.0011342592592593626,0.0,1,/models/,0,0.0,0,0,google,0,0,,
9567,GA1.2.1633054112.1578555396,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,52,(not set),(not set),referral,yandex.ru,0.02070023148148148,0.0,2,/new/,1,0.5,44141,1,yandex.ru,854,0,,
9596,GA1.2.1627859176.1578679577,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,1,/,1,1.0,37279,1,BMW-keyauto-krd.ru,771,1,,
9595,GA1.2.1627859176.1578679577,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-10,2,(not set),(not set),organic,yandex,0.0,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
9609,GA1.2.1619157870.1578673037,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,YaBrowser,tablet,2020-01-10,2,(not set),(not set),organic,yandex,0.0,0.0,1,(entrance),0,0.0,0,0,YANDEX,0,0,,
9650,GA1.2.1603604459.1578678032,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,1,/,1,1.0,42478,1,BMW-keyauto-krd.ru,1637,0,,
9648,GA1.2.1603604459.1578678032,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,10,(not set),(not set),referral,cars.BMW-keyauto-krd.ru,0.009097222222222312,0.0,1,/,1,1.0,12552,1,cars.BMW-keyauto-krd.ru,789,1,,
9649,GA1.2.1603604459.1578678032,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,10,(not set),(not set),referral,cars.BMW-keyauto-krd.ru,0.009097222222222312,0.0,1,/offers/buy/,0,0.0,0,0,cars.BMW-keyauto-krd.ru,163,0,,
9651,GA1.2.1603604459.1578678032,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,10,(not set),(not provided),organic,google,0.0006481481481481755,0.0,1,/offers/buy/,1,1.0,12793,1,google,0,1,,
9652,GA1.2.1603604459.1578678032,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,10,(not set),(not provided),organic,google,0.0006481481481481755,0.0,1,/,0,0.0,0,0,google,0,0,,
9823,GA1.2.1536688371.1578647895,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,6,(not set),(not provided),organic,google,0.005752314814814862,0.0,1,/,0,0.0,0,0,google,0,0,,
9869,GA1.2.152694299.1578511176,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,2,(not set),(not set),organic,yandex,0.0,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
9908,GA1.2.1506671340.1568020715,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,8,(not set),(not provided),organic,google,0.0004398148148148095,0.0,1,/,1,1.0,9709,1,google,0,0,,
9914,GA1.2.1503847121.1575665172,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,tablet,2020-01-10,8,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0027430555555556513,0.0,2,/,0,0.0,0,0,BMW-keyauto-krd.ru,188,0,,
9915,GA1.2.1503847121.1575665172,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,tablet,2020-01-10,8,(not set),(not provided),organic,google,0.0008912037037036579,0.0,3,/models/x1/,0,0.0,0,0,google,0,0,x1,15.0
10042,GA1.2.144436023.1578648063,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,mobile,2020-01-10,6,(not set),(not set),referral,yandex.ru,0.0010416666666666077,0.0,1,/,1,1.0,25408,1,yandex.ru,1206,0,,
10078,GA1.2.1427200270.1564834109,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,2,(not set),(not set),referral,BMW-keyauto-krd.ru,1.1574074074038876e-05,0.0,1,/?keyauto_from=1,0,0.0,0,0,BMW-keyauto-krd.ru,175,0,,
10117,GA1.2.1415278528.1564659115,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Internet Explorer,tablet,2020-01-10,6,(not set),(not set),referral,BMW-keyauto-krd.ru,0.001273148148148051,0.0,1,/?keyauto_from=1,0,0.0,0,0,BMW-keyauto-krd.ru,65,0,,
10127,GA1.2.1413113438.1578651807,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,8,42791370,киа соренто прайм комплектации,cpc,yandex,0.0004918981481480955,0.0,2,(entrance),1,0.5,36134,1,YANDEX,2771,0,,
10128,GA1.2.1413113438.1578651807,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,8,42791370,киа соренто прайм комплектации,cpc,yandex,0.0004918981481480955,0.0,2,/models/glc_prime/options/?calltouch_tm=yd_c:42791370_gb:3797277442_ad:7409464772_ph:16571620406_st:search_pt:premium_p:1_s:none_dt:desktop_reg:239_ret:_apt:none&yclid=18230056435599826144,0,0.0,0,0,YANDEX,462,0,glc,6.0
10142,GA1.2.1409338849.1578649754,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/?keyauto_from=1,1,1.0,17097,1,google,0,0,,
10266,GA1.2.1370667666.1578649539,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,4,(not set),(not provided),organic,google,0.011053240740740655,0.0,1,/?keyauto_from=1,0,0.0,0,0,google,0,0,,
10392,GA1.2.1328268921.1578641831,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,4,(not set),(not provided),organic,google,0.0006018518518517979,0.0,1,/,0,0.0,0,0,google,0,0,,
10437,GA1.2.1318036456.1578653453,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,4,(not set),(not set),referral,Mersedes.ru,0.0,0.0,2,/,0,0.0,0,0,Mersedes.ru,96,0,,
10438,GA1.2.1318036456.1578653453,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,4,(not set),(not set),referral,Mersedes.ru,0.0,0.0,2,/models/gls/desc/,1,0.5,9888,1,Mersedes.ru,1622,0,gls,2.0
10510,GA1.2.1278996491.1578656672,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,4,(not set),(not set),(none),(direct),0.0,0.0,1,/special/purchase/?placement=,0,0.0,0,0,(direct),0,0,,
10511,GA1.2.1278996491.1578656672,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,4,(not set),(not set),(none),(direct),0.0,0.0,1,/special/purchase/e220/,1,1.0,30152,1,(direct),0,0,e220,7.0
10512,GA1.2.1278996491.1578656672,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,4,Mersedes_Krasnodar_Poisk,,cpc,google,0.0,0.0,1,/special/purchase/?placement=,0,0.0,0,0,google,552,0,,
10513,GA1.2.1278996491.1578656672,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,4,Mersedes_Krasnodar_Poisk,,cpc,google,0.0,0.0,1,/special/purchase/e220/,0,0.0,0,0,google,357,0,e220,7.0
10566,GA1.2.1259128364.1545505092,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Internet Explorer,desktop,2020-01-10,8,(not set),(not set),organic,yandex,0.0024421296296295303,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
10651,GA1.2.1231440528.1578683915,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,6,(not set),(not set),organic,yandex,0.002361111111111036,0.0,1,/?keyauto_from=1,0,0.0,0,0,YANDEX,0,0,,
10744,GA1.2.1196058564.1577737700,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,2,krasnodar-kliuchavto-network-halva-2019,(not set),sem_cpc,google_go_search,2.3148148148077752e-05,0.0,1,/offers/buy/halva/,0,0.0,0,0,google_go_search,1660,0,,
10757,GA1.2.1188458014.1576210224,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,6,(not set),(not set),referral,yandex.ru,0.0073726851851851904,0.0,1,/models/NewX5/,0,0.0,0,0,yandex.ru,161,0,x5,11.0
10792,GA1.2.1172957272.1578601204,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-10,2,(not set),(not provided),organic,google,0.0,0.0,1,/models/cls/options/,0,0.0,0,0,google,0,0,cls,5.0
11188,GA1.2.1023779436.1578682888,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-10,2,(not set),(not set),organic,yandex,0.0,0.0,1,/offers/buy/trade-in-sale/,1,1.0,19851,1,YANDEX,0,0,,
6158,GA1.2.991827131.1578552930,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,go.mail.ru,0.0,0.0,1,/models/glc_prime/desc/,0,0.0,0,0,go.mail.ru,114,0,glc,6.0
6248,GA1.2.953685006.1578595194,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,tablet,2020-01-09,14,(not set),(not set),organic,yandex,0.005833333333333357,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
6358,GA1.2.903048041.1565348319,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Firefox,desktop,2020-01-09,95,(not set),(not set),referral,BMW-keyauto-krd.ru,0.018113425925925908,0.0,4,/,0,0.0,0,0,BMW-keyauto-krd.ru,109,0,,
6359,GA1.2.903048041.1565348319,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Firefox,desktop,2020-01-09,95,(not set),(not set),referral,BMW-keyauto-krd.ru,0.018113425925925908,0.0,4,(entrance),1,0.25,13261,1,BMW-keyauto-krd.ru,702,0,,
6360,GA1.2.903048041.1565348319,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Firefox,desktop,2020-01-09,95,(not set),(not set),referral,BMW-keyauto-krd.ru,0.018113425925925908,0.0,4,/offers/buy/start/,0,0.0,0,0,BMW-keyauto-krd.ru,143,0,,
6419,GA1.2.898723299.1578584608,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,6,(not set),(not set),(none),(direct),0.00010416666666657191,0.0,1,(entrance),0,0.0,0,0,(direct),0,0,,
6429,GA1.2.891487735.1577711873,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,10,(not set),(not set),organic,yandex,0.00215277777777767,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
6481,GA1.2.873867049.1566052642,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Internet Explorer,desktop,2020-01-09,2,(not set),(not set),referral,BMW-keyauto-krd.ru,1.1574074074038876e-05,0.0,1,/?keyauto_from=1,1,1.0,14009,1,BMW-keyauto-krd.ru,1835,0,,
6586,GA1.2.831102889.1578590068,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not set),referral,yandex.ru,0.00032986111111110716,0.0,2,/,0,0.0,0,0,yandex.ru,148,0,,
6587,GA1.2.831102889.1578590068,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not set),referral,yandex.ru,0.00032986111111110716,0.0,2,/models/cla/options/,1,0.5,31202,1,yandex.ru,1844,0,cla,10.0
6734,GA1.2.780217228.1564427900,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,4,(not set),(not set),referral,BMW-keyauto-krd.ru,0.00018518518518528815,0.0,1,(entrance),1,1.0,29494,1,BMW-keyauto-krd.ru,1923,0,,
6748,GA1.2.77399743.1578555100,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,mobile,2020-01-09,14,(not set),(not set),referral,yandex.ru,0.005219907407407298,0.0,1,(entrance),0,0.0,0,0,yandex.ru,83,0,,
6766,GA1.2.764344186.1578601273,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Opera,desktop,2020-01-09,6,(not set),(not set),referral,go.mail.ru,0.0025115740740739856,0.0,1,/,0,0.0,0,0,go.mail.ru,52,0,,
6820,GA1.2.753375566.1573942052,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Samsung Internet,mobile,2020-01-09,6,krasnodar-BMW-tsentr-krasnodar-Q4-network-2019,(not set),sem_cpc,google_go_search,0.0020543981481482287,0.0,2,/promo/x1-rock/,0,0.0,0,0,google_go_search,1302,0,x1,15.0
6841,GA1.2.747335595.1578223495,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,8,(not set),(not provided),organic,google,0.0021180555555555536,0.0,1,/,0,0.0,0,0,google,0,0,,
6878,GA1.2.735298125.1578554664,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),(none),(direct),0.0,0.0,1,/?keyauto_from=1,0,0.0,0,0,(direct),0,0,,
6885,GA1.2.733994546.1578560130,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,1,/,1,1.0,27148,1,BMW-keyauto-krd.ru,1077,0,,
6884,GA1.2.733994546.1578560130,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/,1,1.0,17195,1,yandex.ru,1418,0,,
6901,GA1.2.726516168.1578562711,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,10,(not set),(not set),(none),(direct),0.005474537037037042,0.0,1,/?keyauto_from=1,1,1.0,41690,1,(direct),0,0,,
6966,GA1.2.698593721.1578569260,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,(entrance),0,0.0,0,0,yandex.ru,95,0,,
6971,GA1.2.696076016.1578572029,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,3,(not set),(not set),(none),(direct),5.7870370370416424e-05,0.0,1,/,1,1.0,16073,1,(direct),0,0,,
7045,GA1.2.671720127.1578580924,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/buy/fleet/,0,0.0,0,0,yandex.ru,184,0,,
7050,GA1.2.668525971.1578580788,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,14,(not set),(not provided),organic,google,0.0038310185185184142,0.0,1,/,0,0.0,0,0,google,0,0,,
7122,GA1.2.631456272.1577344487,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,6,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0008333333333332416,0.0,1,/,0,0.0,0,0,BMW-keyauto-krd.ru,173,0,,
7123,GA1.2.631456272.1577344487,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,cars.BMW-keyauto-krd.ru,0.0,0.0,1,/offers/buy/krossovery-BMW-s-toboy-zaodno/,1,1.0,20768,1,cars.BMW-keyauto-krd.ru,716,0,,
7131,GA1.2.630076404.1578556893,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,mobile,2020-01-09,2,36451549,КИА,cpc,yandex,0.0,0.0,1,/special/purchase/?calltouch_tm=yd_c:36451549_gb:3436027166_ad:6082727479_ph:14002772508_st:search_pt:premium_p:1_s:none_dt:mobile_reg:10995_ret:_apt:none&yclid=18205175767496416840,1,1.0,43741,1,YANDEX,1914,1,,
7146,GA1.2.62292319.1578566434,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,6,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0006481481481481755,0.0,1,/,1,1.0,31244,1,BMW-keyauto-krd.ru,1827,0,,
7147,GA1.2.62292319.1578566434,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),(none),(direct),0.0,0.0,1,/,0,0.0,0,0,(direct),0,0,,
7503,GA1.2.49534469.1578601373,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not set),referral,go.mail.ru,0.0002546296296295214,0.0,1,/about/contacts/,1,1.0,15679,1,go.mail.ru,1318,0,,
7586,GA1.2.45562078.1568560170,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,13,(not set),(not set),referral,BMW-keyauto-krd.ru,0.01792824074074084,0.0,1,/models/318_super_series_2/,0,0.0,0,0,BMW-keyauto-krd.ru,99,0,318,16.0
7649,GA1.2.424815478.1578579287,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,24,(not set),(not set),(none),(direct),0.03068287037037032,0.0,1,(entrance),0,0.0,0,0,(direct),0,0,,
7674,GA1.2.417453981.1578426212,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Opera,desktop,2020-01-09,6,(not set),(not set),referral,go.mail.ru,0.0009722222222221522,0.0,1,/?keyauto_from=1,1,1.0,18377,1,go.mail.ru,511,0,,
7764,GA1.2.378102130.1578565105,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),(none),(direct),0.0,0.0,1,/?keyauto_from=1,0,0.0,0,0,(direct),0,0,,
7852,GA1.2.346469545.1578562952,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,36451549,КИА,cpc,yandex,1.1574074074038876e-05,0.0,2,/special/purchase/?calltouch_tm=yd_c:36451549_gb:3436027166_ad:6082727479_ph:14002772508_st:search_pt:premium_p:1_s:none_dt:mobile_reg:35_ret:_apt:none&yclid=18206760301100294780,0,0.0,0,0,YANDEX,325,0,,
7904,GA1.2.330321688.1575013747,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,11,(not set),(not provided),organic,google,0.006759259259259354,0.0,1,/models/530d/,0,0.0,0,0,google,0,0,530d,12.0
8139,GA1.2.24852900.1578572627,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not provided),organic,google,0.012075613425925892,0.0,3,/models/c180_sw/options/,0,0.0,0,0,google,0,0,c180,9.0
8140,GA1.2.24852900.1578572627,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not provided),organic,google,0.012075613425925892,0.0,3,/,0,0.0,0,0,google,0,0,,
8206,GA1.2.216165348.1578216386,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not provided),organic,google,0.0,0.0,1,/?keyauto_from=1,1,1.0,39227,1,google,0,1,,
8245,GA1.2.2135854498.1576780158,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Android Webview,mobile,2020-01-09,3,(not set),(not set),organic,yandex,0.00011574074074083283,0.0,1,/models/e220-x-line/desc/,1,1.0,43007,1,YANDEX,0,0,e220,7.0
8272,GA1.2.2128382337.1578589127,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),referral,BMW-keyauto-krd.ru,3.472222222211663e-05,0.0,1,/,0,0.0,0,0,BMW-keyauto-krd.ru,96,0,,
8273,GA1.2.2128382337.1578589127,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,4,(not set),(not provided),organic,google,0.0,0.0,2,/,1,0.5,20327,1,google,0,0,,
8309,GA1.2.2109983307.1576618555,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,4,(not set),(not provided),organic,google,0.00018518518518528815,0.0,1,/,0,0.0,0,0,google,0,0,,
8340,GA1.2.209286080.1578513468,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/about/personal/,0,0.0,0,0,yandex.ru,157,0,,
8346,GA1.2.2089968868.1565077454,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,6,(not set),(not set),referral,vga.bitrix24.ru,0.0014583333333333393,0.0,1,(entrance),0,0.0,0,0,vga.bitrix24.ru,164,0,,
8423,GA1.2.2056817183.1578558489,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,6,(not set),(not set),referral,yandex.ru,0.0031134259259260055,0.0,1,(entrance),0,0.0,0,0,yandex.ru,163,0,,
8424,GA1.2.2056817183.1578558489,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,6,(not set),(not set),referral,yandex.ru,0.0031134259259260055,0.0,1,/special/purchase/cla/?calltouch_tm=yd_c:36451525_gb:3435681081_ad:6081166940_ph:15338389057_st:search_pt:premium_p:2_s:none_dt:desktop_reg:239_ret:_apt:none&yclid=18205594210778773914,0,0.0,0,0,yandex.ru,199,0,cla,10.0
8425,GA1.2.2056817183.1578558489,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,6,36451525,купить киа соул в краснодаре,cpc,yandex,0.0,0.0,1,(entrance),1,1.0,24372,1,YANDEX,2958,0,,
8426,GA1.2.2056817183.1578558489,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,6,36451525,купить киа соул в краснодаре,cpc,yandex,0.0,0.0,1,/special/purchase/cla/?calltouch_tm=yd_c:36451525_gb:3435681081_ad:6081166940_ph:15338389057_st:search_pt:premium_p:2_s:none_dt:desktop_reg:239_ret:_apt:none&yclid=18205594210778773914,1,1.0,44482,1,YANDEX,2209,0,cla,10.0
8520,GA1.2.2026185554.1578568727,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,2,/,0,0.0,0,0,BMW-keyauto-krd.ru,134,0,,
8521,GA1.2.2026185554.1578568727,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,4,(not set),(not provided),organic,google,0.0,0.0,2,/,1,0.5,42343,1,google,0,0,,
8566,GA1.2.2010388869.1578599914,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,4,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0017592592592592382,0.0,1,/,1,1.0,16228,1,BMW-keyauto-krd.ru,1149,1,,
8605,GA1.2.1991836554.1575565556,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,4,(not set),(not set),organic,yandex,0.000405092592592693,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
8682,GA1.2.1963331162.1575311849,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Android Webview,mobile,2020-01-09,4,(not set),(not set),organic,yandex,0.0002199074074074048,0.0,1,/,1,1.0,44495,1,YANDEX,0,0,,
8694,GA1.2.1960272558.1578550250,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,24,(not set),(not provided),organic,google,0.003564814814814854,0.0,2,/,1,0.5,37680,1,google,0,0,,
8716,GA1.2.1948145859.1561489846,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Safari,mobile,2020-01-09,2,(not set),(not provided),organic,google,0.0,0.0,1,/,0,0.0,0,0,google,0,0,,
8769,GA1.2.1932941257.1578558907,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,4,(not set),(not set),organic,yandex,0.00019675925925932705,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
8792,GA1.2.1926299159.1578590444,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,YaBrowser,desktop,2020-01-09,46,(not set),(not set),referral,yandex.ru,0.04085648148148158,0.0,1,/,0,0.0,0,0,yandex.ru,135,0,,
8994,GA1.2.1846855531.1578594351,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),organic,yandex,0.0,0.0,1,/,0,0.0,0,0,YANDEX,0,0,,
9048,GA1.2.1826333849.1578562806,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0,0.0,1,/,1,1.0,21648,1,BMW-keyauto-krd.ru,832,0,,
9049,GA1.2.1826333849.1578562806,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,desktop,2020-01-09,2,(not set),(not set),referral,yandex.ru,0.0,0.0,1,/offers/buy/lizing-dlya-fizicheskikh-lits/,0,0.0,0,0,yandex.ru,53,0,,
9064,GA1.2.1821619615.1578604778,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Opera,desktop,2020-01-09,6,(not set),(not set),referral,yandex.ru,0.0012152777777778567,0.0,1,(entrance),0,0.0,0,0,yandex.ru,165,0,,
9110,GA1.2.1801172687.1578584841,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),organic,yandex,0.0,0.0,1,/offers/buy/lizing-dlya-fizicheskikh-lits/,1,1.0,24013,1,YANDEX,0,0,,
9126,GA1.2.1794270764.1578521147,Mersedes-krasnodar.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),organic,yandex,0.0,0.0,1,(entrance),1,1.0,9065,1,YANDEX,0,0,,
9207,GA1.2.1759250202.1578591800,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Samsung Internet,mobile,2020-01-09,14,(not set),(not set),referral,BMW-keyauto-krd.ru,0.0008449074074075024,0.0,1,/,1,1.0,8187,1,BMW-keyauto-krd.ru,1479,0,,
9208,GA1.2.1759250202.1578591800,BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Samsung Internet,mobile,2020-01-09,2,(not set),(not set),(none),(direct),0.0,0.0,1,/,1,1.0,17051,1,(direct),0,0,,
9247,GA1.2.17415283.1577039852,cars.BMW-keyauto-krd.ru,Sochi,Krasnodar Krai,Chrome,mobile,2020-01-09,2,(not set),(not set),referral,BMW-keyauto-krd.ru,3.472222222211663e-05,0.0,1,/,1,1.0,12342,1,BMW-keyauto-krd.ru,1382,0,,
