id,client_id,sale_date,sale_city,model_id
910,GA1.2.973771361.1570035149,2020-01-19,Ramenskoye,8
911,GA1.2.195338349.1568230475,2020-01-27,Ramenskoye,15
912,GA1.2.99438548.1576400319,2020-01-23,Pyatigorsk,7
913,GA1.2.938211873.1579161206,2020-02-10,Pyatigorsk,9
914,GA1.2.938211873.1579161206,2020-02-11,Pyatigorsk,7
915,GA1.2.932272231.1581438622,2020-02-11,Pyatigorsk,10
916,GA1.2.91994121.1572632065,2020-01-07,Pyatigorsk,15
917,GA1.2.883450881.1578477449,2020-01-08,Pyatigorsk,10
918,GA1.2.770882023.1580417630,2020-01-30,Pyatigorsk,10
919,GA1.2.770090172.1581573830,2020-02-13,Pyatigorsk,15
920,GA1.2.612650903.1579721166,2020-01-22,Pyatigorsk,10
921,GA1.2.59536715.1581610413,2020-02-13,Pyatigorsk,7
922,GA1.2.567906225.1581693632,2020-02-14,Pyatigorsk,10
923,GA1.2.385250858.1574699014,2020-01-09,Pyatigorsk,10
924,GA1.2.382848376.1570471950,2020-01-08,Pyatigorsk,9
925,GA1.2.249993533.1581018979,2020-02-06,Pyatigorsk,8
926,GA1.2.2096906702.1579594583,2020-01-21,Pyatigorsk,9
927,GA1.2.1985795516.1579514848,2020-01-20,Pyatigorsk,9
928,GA1.2.1985795516.1579514848,2020-01-20,Pyatigorsk,7
929,GA1.2.1884490456.1579760153,2020-01-23,Pyatigorsk,8
930,GA1.2.1661229126.1580580678,2020-02-01,Pyatigorsk,15
931,GA1.2.1585177372.1581671540,2020-02-14,Pyatigorsk,10
932,GA1.2.1565158350.1580140433,2020-01-27,Pyatigorsk,15
933,GA1.2.1278436478.1581273449,2020-02-09,Pyatigorsk,10
934,GA1.2.1236238564.1579010370,2020-01-14,Pyatigorsk,13
935,GA1.2.1230983617.1580146508,2020-01-27,Pyatigorsk,9
936,GA1.2.1120657375.1579614055,2020-02-16,Pyatigorsk,7
937,GA1.2.1103218631.1579111876,2020-01-15,Pyatigorsk,12
938,GA1.2.106791068.1574095562,2020-01-12,Pyatigorsk,9
939,GA1.2.105500073.1570635497,2020-01-05,Pyatigorsk,7
940,GA1.2.1012658091.1579772910,2020-01-23,Pyatigorsk,7
941,GA1.2.1008521406.1580019979,2020-01-26,Pyatigorsk,10
942,GA1.2.659354569.1579085105,2020-01-15,Prokhladny,10
943,GA1.2.902662802.1580835086,2020-02-04,Primorsko-Akhtarsk,13
944,GA1.2.1822658987.1581186057,2020-02-08,Primorsko-Akhtarsk,13
945,GA1.2.1637724242.1581416815,2020-02-11,Primorsko-Akhtarsk,9
946,GA1.2.157840198.1581096827,2020-02-07,Primorsko-Akhtarsk,7
947,GA1.2.157840198.1581096827,2020-02-07,Primorsko-Akhtarsk,8
948,GA1.2.1941046302.1581927960,2020-02-17,Podolsk,15
949,GA1.2.2071161740.1580972314,2020-02-06,Perm,13
950,GA1.2.1712384155.1581177983,2020-02-08,Perm,15
951,GA1.2.1655506849.1576858623,2020-01-20,Perm,10
952,GA1.2.88370911.1574653921,2020-01-08,Pattaya City,15
953,GA1.2.375924657.1579535089,2020-01-20,Omsk,5
954,GA1.2.1395746601.1578468404,2020-01-08,Omsk,10
955,GA1.2.1763113117.1580973754,2020-02-06,Oktyabrs'ke,13
956,GA1.2.1200147182.1580139794,2020-01-27,Oktyabrs'ke,3
957,GA1.2.303569693.1580054883,2020-01-26,Odintsovo,15
958,GA1.2.303569693.1580054883,2020-01-26,Odintsovo,15
959,GA1.2.1888768531.1580794245,2020-02-04,Odintsovo,13
960,GA1.2.1743080611.1580724808,2020-02-03,Odesa,10
961,GA1.2.336806054.1578857324,2020-01-12,Obninsk,8
962,GA1.2.1860681884.1578905438,2020-01-13,Obninsk,10
963,GA1.2.2111914771.1578423984,2020-01-07,Nur-Sultan,15
964,GA1.2.1545031767.1578831298,2020-01-12,Nur-Sultan,8
965,GA1.2.105232457.1578760776,2020-01-19,Novy Urengoy,13
966,GA1.2.1655226765.1578300039,2020-01-06,Novoye Devyatkino,10
967,GA1.2.1635023635.1578505185,2020-01-08,Novotitarovskaya,15
968,GA1.2.1447886649.1581053730,2020-02-07,Novotitarovskaya,12
969,GA1.2.1246320733.1581855974,2020-02-16,Novotitarovskaya,5
970,GA1.2.656109501.1579347171,2020-01-18,Novosibirsk,10
971,GA1.2.1659648490.1579060012,2020-01-15,Novosibirsk,8
972,GA1.2.1586824690.1563385960,2020-01-01,Novosibirsk,10
973,GA1.2.1191023261.1579530720,2020-01-21,Novosibirsk,13
974,GA1.2.2043682557.1581763060,2020-02-15,Novoshakhtinsk,10
975,GA1.2.903099133.1580398362,2020-01-30,Novorossiysk,6
976,GA1.2.823996574.1581029354,2020-02-07,Novorossiysk,11
977,GA1.2.823996574.1581029354,2020-02-07,Novorossiysk,10
978,GA1.2.805502747.1581771138,2020-02-15,Novorossiysk,8
979,GA1.2.739437425.1579861904,2020-01-24,Novorossiysk,10
980,GA1.2.719861100.1579081136,2020-01-15,Novorossiysk,5
981,GA1.2.679179574.1580934661,2020-02-05,Novorossiysk,12
982,GA1.2.663023750.1577261193,2020-01-28,Novorossiysk,8
983,GA1.2.578749773.1580277373,2020-01-29,Novorossiysk,7
984,GA1.2.507605637.1581926194,2020-02-17,Novorossiysk,9
985,GA1.2.482400094.1581616469,2020-02-13,Novorossiysk,7
986,GA1.2.462879699.1580335099,2020-02-07,Novorossiysk,10
987,GA1.2.399016639.1578209807,2020-01-05,Novorossiysk,8
988,GA1.2.332756283.1580202569,2020-02-17,Novorossiysk,9
989,GA1.2.267893470.1578254056,2020-01-05,Novorossiysk,6
990,GA1.2.2134286818.1561920198,2020-01-10,Novorossiysk,7
991,GA1.2.2087346370.1581005738,2020-02-07,Novorossiysk,10
992,GA1.2.2066313366.1581865869,2020-02-16,Novorossiysk,10
993,GA1.2.2023487623.1574857723,2020-01-23,Novorossiysk,2
994,GA1.2.2021537356.1581261787,2020-02-10,Novorossiysk,8
995,GA1.2.2019751199.1570776835,2020-01-23,Novorossiysk,5
996,GA1.2.1921083501.1581254470,2020-02-09,Novorossiysk,12
997,GA1.2.1845413124.1577919006,2020-01-15,Novorossiysk,7
998,GA1.2.1753324222.1577815285,2020-01-02,Novorossiysk,12
999,GA1.2.1749017474.1556209920,2020-02-07,Novorossiysk,15
1000,GA1.2.1686477123.1578398534,2020-01-08,Novorossiysk,8
1001,GA1.2.1680703090.1580115827,2020-01-27,Novorossiysk,12
1002,GA1.2.1622306830.1578747478,2020-01-11,Novorossiysk,15
1003,GA1.2.1555615664.1556179633,2020-01-15,Novorossiysk,1
1004,GA1.2.1389759659.1579425163,2020-01-21,Novorossiysk,15
1005,GA1.2.135205829.1578008626,2020-01-03,Novorossiysk,9
1006,GA1.2.127010040.1579545984,2020-01-20,Novorossiysk,7
1007,GA1.2.123159157.1581512927,2020-02-12,Novorossiysk,10
1008,GA1.2.1127784169.1577439968,2020-02-05,Novorossiysk,2
1009,GA1.2.1701370377.1580921535,2020-02-05,Novokuznetsk,4
1010,GA1.2.1690378079.1581015890,2020-02-06,Novokubansk,4
1011,GA1.2.1889961011.1580995414,2020-02-06,Novocherkassk,10
1012,GA1.2.337380494.1580186472,2020-01-28,Novocheboksarsk,9
1013,GA1.2.372715039.1577474922,2020-01-06,Norilsk,13
1014,GA1.2.262284258.1580269852,2020-01-29,Norilsk,1
1015,GA1.2.1836037645.1579071480,2020-01-16,Norilsk,7
1016,GA1.2.1552228584.1581703822,2020-02-14,Norilsk,9
1017,GA1.2.1506378203.1581128849,2020-02-08,Norilsk,1
1018,GA1.2.729196416.1580103590,2020-01-27,Nizhny Novgorod,12
1019,GA1.2.658922027.1565321611,2020-01-01,Nizhny Novgorod,11
1020,GA1.2.1311264739.1580053174,2020-01-30,Nizhny Novgorod,5
1021,GA1.2.1129005453.1579091111,2020-01-15,Nizhny Novgorod,12
1022,GA1.2.1997504682.1580556159,2020-02-04,Nikaia,15
1023,GA1.2.765062828.1581523864,2020-02-12,Nevinnomyssk,10
1024,GA1.2.745310782.1491748308,2020-01-11,Nevinnomyssk,7
1025,GA1.2.552173270.1575695610,2020-01-11,Nevinnomyssk,8
1026,GA1.2.527698204.1555526105,2020-01-07,Nevinnomyssk,13
1027,GA1.2.394510025.1581429208,2020-02-11,Nevinnomyssk,8
1028,GA1.2.1810048610.1578129922,2020-01-04,Nevinnomyssk,8
1029,GA1.2.180301770.1581086126,2020-02-13,Nevinnomyssk,12
1030,GA1.2.1599058535.1528961134,2020-01-31,Nevinnomyssk,10
1031,GA1.2.1599058535.1528961134,2020-02-05,Nevinnomyssk,7
1032,GA1.2.1469288609.1580371399,2020-01-30,Nevinnomyssk,15
1033,GA1.2.669114806.1581039623,2020-02-07,Neryungri,7
1034,GA1.2.183700160.1580967060,2020-02-06,Neryungri,7
1035,GA1.2.635613350.1581279885,2020-02-10,Nazran,8
1036,GA1.2.1745847363.1579469714,2020-01-20,Nazran,11
1037,GA1.2.1383729825.1580970814,2020-02-06,Nashville,10
1038,GA1.2.1684384958.1579694844,2020-01-22,Naryan-Mar,10
1039,GA1.2.887151248.1578843709,2020-01-12,Naro-Fominsk,8
1040,GA1.2.787829544.1580473151,2020-01-31,Nalchik,10
1041,GA1.2.757547644.1578215269,2020-01-05,Nalchik,10
1042,GA1.2.720786979.1580721422,2020-02-03,Nalchik,15
1043,GA1.2.654946225.1578647613,2020-01-10,Nalchik,6
1044,GA1.2.6436692.1579679960,2020-01-22,Nalchik,8
1045,GA1.2.608970749.1578040605,2020-01-10,Nalchik,11
1046,GA1.2.475553689.1577246374,2020-02-16,Nalchik,9
1047,GA1.2.379815051.1578156644,2020-01-04,Nalchik,6
1048,GA1.2.303994303.1576749400,2020-01-06,Nalchik,15
1049,GA1.2.1930898545.1579196034,2020-01-16,Nalchik,7
1050,GA1.2.1815042022.1578527761,2020-01-09,Nalchik,8
1051,GA1.2.1689884412.1579118199,2020-01-19,Nalchik,10
1052,GA1.2.1666572010.1579961732,2020-01-25,Nalchik,9
1053,GA1.2.1454847214.1579892933,2020-01-24,Nalchik,7
1054,GA1.2.1414445224.1579784727,2020-01-23,Nalchik,4
1055,GA1.2.137386037.1578759088,2020-01-18,Nalchik,13
1056,GA1.2.1338760415.1580904762,2020-02-05,Nakhabino,1
1057,GA1.2.1526151603.1581826092,2020-02-16,Nadym,8
1058,GA1.2.1713165798.1578840739,2020-01-12,Naaldwijk,15
1059,GA1.2.634847325.1579765582,2020-01-23,Murmansk,10
1060,GA1.2.486364930.1581188846,2020-02-08,Murmansk,7
1061,GA1.2.990439545.1579785497,2020-01-30,Moscow,4
1062,GA1.2.960041232.1578935112,2020-01-14,Moscow,15
1063,GA1.2.955749317.1581712025,2020-02-14,Moscow,7
1064,GA1.2.946765971.1580716989,2020-02-03,Moscow,10
1065,GA1.2.941823719.1579601688,2020-01-21,Moscow,9
1066,GA1.2.928795965.1580204369,2020-01-28,Moscow,12
1067,GA1.2.928452473.1580451686,2020-01-31,Moscow,4
1068,GA1.2.924477540.1578454583,2020-01-08,Moscow,8
1069,GA1.2.924477540.1578454583,2020-01-08,Moscow,10
1070,GA1.2.917268156.1578979623,2020-01-14,Moscow,10
1071,GA1.2.910314244.1580722067,2020-02-03,Moscow,7
1072,GA1.2.893566013.1579166202,2020-01-16,Moscow,7
1073,GA1.2.888738346.1574022162,2020-01-07,Moscow,13
1074,GA1.2.882855102.1580459033,2020-01-31,Moscow,7
1075,GA1.2.858004090.1580906074,2020-02-05,Moscow,9
1076,GA1.2.837939553.1580357758,2020-01-30,Moscow,8
1077,GA1.2.796049954.1581419073,2020-02-11,Moscow,1
1078,GA1.2.765691658.1578827401,2020-01-16,Moscow,8
1079,GA1.2.757095117.1573577441,2020-01-07,Moscow,4
1080,GA1.2.755406618.1580281469,2020-01-29,Moscow,10
1081,GA1.2.728388488.1580217830,2020-01-28,Moscow,9
1082,GA1.2.673123182.1580116829,2020-01-30,Moscow,11
1083,GA1.2.640334135.1580547108,2020-02-01,Moscow,4
1084,GA1.2.634182376.1578339460,2020-01-06,Moscow,8
1085,GA1.2.631472006.1580307483,2020-02-05,Moscow,4
1086,GA1.2.582896947.1578939888,2020-01-29,Moscow,9
1087,GA1.2.546544986.1578579145,2020-01-09,Moscow,7
1088,GA1.2.544815582.1568608687,2020-01-27,Moscow,11
1089,GA1.2.530610566.1577594871,2020-01-01,Moscow,7
1090,GA1.2.521053611.1579694608,2020-01-22,Moscow,5
1091,GA1.2.518325735.1579668447,2020-01-22,Moscow,12
1092,GA1.2.477081043.1577976635,2020-01-02,Moscow,13
1093,GA1.2.474482048.1580107184,2020-01-27,Moscow,12
1094,GA1.2.442169099.1579289315,2020-01-19,Moscow,15
1095,GA1.2.423784070.1580732328,2020-02-03,Moscow,10
1096,GA1.2.42274872.1578682392,2020-01-10,Moscow,13
1097,GA1.2.413784336.1578063964,2020-01-25,Moscow,7
1098,GA1.2.413672051.1577996855,2020-01-02,Moscow,10
1099,GA1.2.400731559.1581371069,2020-02-11,Moscow,10
1100,GA1.2.397763093.1579891242,2020-01-24,Moscow,9
1101,GA1.2.389102913.1580896097,2020-02-05,Moscow,13
1102,GA1.2.387627804.1580535104,2020-02-01,Moscow,8
1103,GA1.2.339117660.1565252601,2020-01-05,Moscow,15
1104,GA1.2.321351224.1578046255,2020-01-03,Moscow,13
1105,GA1.2.317390334.1581617578,2020-02-13,Moscow,4
1106,GA1.2.31250804.1565084167,2020-01-09,Moscow,8
1107,GA1.2.306309820.1578344363,2020-01-06,Moscow,10
1108,GA1.2.289161522.1581530009,2020-02-12,Moscow,2
1109,GA1.2.282704350.1580456941,2020-01-31,Moscow,12
1110,GA1.2.244073542.1574387363,2020-01-04,Moscow,15
1111,GA1.2.237764025.1580473917,2020-01-31,Moscow,9
1112,GA1.2.219252573.1578294499,2020-01-06,Moscow,9
1113,GA1.2.218006286.1580392595,2020-01-30,Moscow,7
1114,GA1.2.217712491.1580821250,2020-02-04,Moscow,7
1115,GA1.2.2143317477.1579441960,2020-01-19,Moscow,15
1116,GA1.2.2142105751.1579653851,2020-01-22,Moscow,9
1117,GA1.2.2135534304.1579353332,2020-01-18,Moscow,13
1118,GA1.2.2127032064.1581442867,2020-02-11,Moscow,10
1119,GA1.2.2089343496.1580461874,2020-01-31,Moscow,10
1120,GA1.2.2082053151.1578059839,2020-01-03,Moscow,15
1121,GA1.2.2054053008.1578163387,2020-01-04,Moscow,5
1122,GA1.2.2043643736.1579189573,2020-01-16,Moscow,10
1123,GA1.2.2027526773.1580754734,2020-02-03,Moscow,10
1124,GA1.2.2019409104.1578495975,2020-01-08,Moscow,10
1125,GA1.2.1999557026.1580301668,2020-01-29,Moscow,8
1126,GA1.2.1972359304.1581857465,2020-02-16,Moscow,9
1127,GA1.2.1943907451.1580116757,2020-02-05,Moscow,8
1128,GA1.2.194211830.1579585502,2020-01-21,Moscow,15
1129,GA1.2.1938181683.1580852905,2020-02-05,Moscow,15
1130,GA1.2.1911634027.1579170694,2020-01-16,Moscow,9
1131,GA1.2.1910887781.1581712638,2020-02-15,Moscow,14
1132,GA1.2.1908391368.1579431194,2020-01-19,Moscow,9
1133,GA1.2.1908391368.1579431194,2020-01-19,Moscow,15
1134,GA1.2.1894407677.1581159891,2020-02-08,Moscow,15
1135,GA1.2.1882906363.1581409906,2020-02-11,Moscow,9
1136,GA1.2.1881135089.1580633131,2020-02-02,Moscow,10
1137,GA1.2.1874466275.1580823841,2020-02-10,Moscow,15
1138,GA1.2.186847894.1578404533,2020-01-07,Moscow,7
1139,GA1.2.1855097492.1580818867,2020-02-04,Moscow,2
1140,GA1.2.1847224882.1579156048,2020-01-16,Moscow,15
1141,GA1.2.1839020016.1579139266,2020-01-16,Moscow,5
1142,GA1.2.1811388458.1579005282,2020-01-14,Moscow,7
1143,GA1.2.1789048942.1580818633,2020-02-04,Moscow,7
1144,GA1.2.1730512276.1579001559,2020-01-14,Moscow,8
1145,GA1.2.1719525477.1580378983,2020-01-30,Moscow,8
1146,GA1.2.1712349062.1579947006,2020-01-25,Moscow,7
1147,GA1.2.1712349062.1579947006,2020-01-25,Moscow,15
1148,GA1.2.1709579442.1578497399,2020-01-08,Moscow,8
1149,GA1.2.1700265306.1579784419,2020-01-23,Moscow,10
1150,GA1.2.1663898544.1579330137,2020-01-18,Moscow,10
1151,GA1.2.1658447304.1580096882,2020-01-27,Moscow,12
1152,GA1.2.1652576856.1580546705,2020-02-01,Moscow,9
1153,GA1.2.1644738106.1579327990,2020-01-18,Moscow,11
1154,GA1.2.1644105398.1580206201,2020-01-28,Moscow,10
1155,GA1.2.1622389796.1581672272,2020-02-14,Moscow,8
1156,GA1.2.1621493696.1580246812,2020-01-29,Moscow,15
1157,GA1.2.1613847694.1578768142,2020-01-11,Moscow,10
1158,GA1.2.1609965496.1503483746,2020-02-17,Moscow,11
1159,GA1.2.1604904545.1579245959,2020-01-17,Moscow,10
1160,GA1.2.1563261085.1578653087,2020-01-10,Moscow,10
1161,GA1.2.154723555.1580502629,2020-01-31,Moscow,10
1162,GA1.2.1543895724.1578819217,2020-01-12,Moscow,10
1163,GA1.2.1536866849.1574754009,2020-02-11,Moscow,9
1164,GA1.2.147838086.1579854819,2020-01-24,Moscow,9
1165,GA1.2.147794468.1577984674,2020-01-02,Moscow,12
1166,GA1.2.1467237569.1580506751,2020-02-02,Moscow,8
1167,GA1.2.1451803052.1578178570,2020-01-05,Moscow,10
1168,GA1.2.144937842.1579019349,2020-01-14,Moscow,9
1169,GA1.2.1443061186.1579752437,2020-01-23,Moscow,4
1170,GA1.2.1438764498.1579259112,2020-01-17,Moscow,15
1171,GA1.2.1418010640.1579339765,2020-01-18,Moscow,7
1172,GA1.2.1408523808.1581407039,2020-02-11,Moscow,10
1173,GA1.2.1371767272.1580121818,2020-01-27,Moscow,15
1174,GA1.2.1355204710.1580901718,2020-02-14,Moscow,4
1175,GA1.2.1349993424.1580428360,2020-01-31,Moscow,7
1176,GA1.2.1317981266.1580973138,2020-02-06,Moscow,5
1177,GA1.2.1294876610.1571485614,2020-01-18,Moscow,8
1178,GA1.2.1294876610.1571485614,2020-01-18,Moscow,15
1179,GA1.2.1285403682.1578419948,2020-01-11,Moscow,15
1180,GA1.2.1267425511.1578141072,2020-01-04,Moscow,15
1181,GA1.2.1262210386.1581154334,2020-02-08,Moscow,7
1182,GA1.2.1250283853.1580366198,2020-01-30,Moscow,2
1183,GA1.2.1244708687.1578905020,2020-01-13,Moscow,13
1184,GA1.2.1212849444.1578079447,2020-01-03,Moscow,8
1185,GA1.2.1183098651.1578984947,2020-01-14,Moscow,10
1186,GA1.2.1177104493.1578118606,2020-01-04,Moscow,7
1187,GA1.2.1158753566.1580800862,2020-02-04,Moscow,13
1188,GA1.2.1146927009.1578303634,2020-01-06,Moscow,4
1189,GA1.2.1114577329.1581747336,2020-02-15,Moscow,4
1190,GA1.2.1108230090.1581429162,2020-02-11,Moscow,12
1191,GA1.2.1107521650.1569390997,2020-01-28,Moscow,2
1192,GA1.2.1066389321.1580796145,2020-02-04,Moscow,9
1193,GA1.2.1034804123.1579633446,2020-01-21,Moscow,15
1194,GA1.2.100437576.1579258568,2020-01-17,Moscow,9
1195,GA1.2.1732379049.1577864175,2020-01-05,Mirny,13
1196,GA1.2.463216561.1581365205,2020-02-10,Minsk,9
1197,GA1.2.2070220840.1581589916,2020-02-13,Minsk,8
1198,GA1.2.1648814451.1581336973,2020-02-10,Minsk,11
1199,GA1.2.1045604112.1579458960,2020-01-19,Mineralnye Vody,8
1200,GA1.2.1900884941.1581685179,2020-02-14,Medvedovskaya,10
1201,GA1.2.978184190.1579076104,2020-01-15,Maykop,10
1202,GA1.2.96885043.1580733755,2020-02-03,Maykop,9
1203,GA1.2.95196129.1578565876,2020-01-09,Maykop,15
1204,GA1.2.939422618.1578256531,2020-01-05,Maykop,1
1205,GA1.2.931671535.1579175156,2020-01-16,Maykop,10
1206,GA1.2.929176994.1579550346,2020-02-11,Maykop,13
1207,GA1.2.896894523.1580804266,2020-02-04,Maykop,8
1208,GA1.2.824275298.1580668104,2020-02-02,Maykop,4
1209,GA1.2.812030776.1577090565,2020-01-28,Maykop,10
1210,GA1.2.663680372.1579356021,2020-01-18,Maykop,10
1211,GA1.2.658265567.1579339867,2020-01-18,Maykop,9
1212,GA1.2.640216155.1580442915,2020-01-31,Maykop,9
1213,GA1.2.613293508.1580138226,2020-01-27,Maykop,12
1214,GA1.2.551596428.1580334029,2020-02-01,Maykop,10
1215,GA1.2.546326882.1580141334,2020-01-27,Maykop,8
1216,GA1.2.535597288.1578009872,2020-01-03,Maykop,10
1217,GA1.2.535597288.1578009872,2020-01-03,Maykop,4
1218,GA1.2.520116891.1579364935,2020-01-18,Maykop,10
1219,GA1.2.511397068.1580355276,2020-01-30,Maykop,12
1220,GA1.2.492308285.1581256460,2020-02-09,Maykop,10
1221,GA1.2.354129398.1579282755,2020-01-17,Maykop,4
1222,GA1.2.317554988.1578824518,2020-01-20,Maykop,15
1223,GA1.2.290883328.1579268840,2020-01-17,Maykop,7
1224,GA1.2.278057293.1580235675,2020-01-28,Maykop,7
1225,GA1.2.274811689.1575635422,2020-01-13,Maykop,8
1226,GA1.2.2105831721.1574201325,2020-01-23,Maykop,5
1227,GA1.2.2105831721.1574201325,2020-01-26,Maykop,8
1228,GA1.2.2094532733.1580579043,2020-02-01,Maykop,10
1229,GA1.2.2092425780.1579195692,2020-01-16,Maykop,8
1230,GA1.2.2081370092.1580927847,2020-02-05,Maykop,12
1231,GA1.2.2081370092.1580927847,2020-02-05,Maykop,7
1232,GA1.2.2076972600.1538744024,2020-01-07,Maykop,15
1233,GA1.2.1922746849.1580661478,2020-02-02,Maykop,9
1234,GA1.2.1900389105.1581609347,2020-02-13,Maykop,7
1235,GA1.2.1894596678.1579589086,2020-01-21,Maykop,4
1236,GA1.2.1827272283.1580388699,2020-02-12,Maykop,8
1237,GA1.2.1762089680.1578392999,2020-01-07,Maykop,9
1238,GA1.2.1758450497.1578560080,2020-01-10,Maykop,13
1239,GA1.2.1758450497.1578560080,2020-02-16,Maykop,15
1240,GA1.2.1670680147.1580304059,2020-01-29,Maykop,10
1241,GA1.2.1647822722.1580041324,2020-01-26,Maykop,9
1242,GA1.2.1607231175.1550926621,2020-01-09,Maykop,4
1243,GA1.2.1532003918.1509901620,2020-01-05,Maykop,10
1244,GA1.2.1518967122.1580073872,2020-01-27,Maykop,15
1245,GA1.2.1518571345.1575468418,2020-01-10,Maykop,7
1246,GA1.2.1463795072.1580741691,2020-02-03,Maykop,8
1247,GA1.2.1459392069.1573674538,2020-01-16,Maykop,15
1248,GA1.2.1442125781.1565189103,2020-02-01,Maykop,8
1249,GA1.2.143849257.1578517049,2020-01-08,Maykop,7
1250,GA1.2.1431114075.1571168421,2020-02-06,Maykop,10
1251,GA1.2.1410552939.1580128494,2020-01-27,Maykop,13
1252,GA1.2.1379058072.1578143137,2020-01-04,Maykop,7
1253,GA1.2.1250249767.1580249107,2020-02-02,Maykop,7
1254,GA1.2.1221228550.1580071620,2020-01-26,Maykop,13
1255,GA1.2.1221228550.1580071620,2020-01-27,Maykop,10
1256,GA1.2.1182941206.1578077357,2020-01-24,Maykop,8
1257,GA1.2.1182941206.1578077357,2020-02-16,Maykop,15
1258,GA1.2.1160227248.1580501169,2020-01-31,Maykop,8
1259,GA1.2.1155793498.1578995735,2020-01-14,Maykop,13
1260,GA1.2.1138494982.1579252059,2020-01-17,Maykop,10
1261,GA1.2.1102323706.1577607457,2020-01-07,Maykop,13
1262,GA1.2.1067092421.1568229096,2020-01-05,Maykop,11
1263,GA1.2.1048690585.1581229851,2020-02-09,Maykop,10
1264,GA1.2.1047583864.1578658476,2020-01-10,Maykop,4
1265,GA1.2.1023403517.1579778263,2020-01-23,Maykop,11
1266,GA1.2.556993729.1576659327,2020-01-31,Mansfield,15
1267,GA1.2.1125152070.1567522433,2020-01-31,Mansfield,8
1268,GA1.2.977722165.1578295427,2020-01-06,Makiivka,10
1269,GA1.2.88669436.1579775363,2020-01-23,Makhachkala,8
1270,GA1.2.790691105.1580312159,2020-01-29,Makhachkala,8
1271,GA1.2.614967169.1581662295,2020-02-14,Makhachkala,11
1272,GA1.2.590096568.1577672444,2020-01-14,Makhachkala,10
1273,GA1.2.195469739.1578498091,2020-01-08,Makhachkala,10
1274,GA1.2.1886728919.1579022606,2020-01-14,Makhachkala,9
1275,GA1.2.1815531695.1581885222,2020-02-16,Makhachkala,9
1276,GA1.2.1610794531.1578855071,2020-01-21,Makhachkala,2
1277,GA1.2.1489271260.1578265136,2020-01-08,Makhachkala,15
1278,GA1.2.1194118554.1577873455,2020-01-01,Makhachkala,12
1279,GA1.2.893667961.1579799898,2020-01-23,Lyubertsy,14
1280,GA1.2.1153638574.1579075001,2020-01-15,Lyubertsy,6
1281,GA1.2.549785455.1579057463,2020-01-15,Lytkarino,11
1282,GA1.2.405820059.1580216439,2020-01-28,Luhansk,10
1283,GA1.2.1520325627.1579073792,2020-01-15,Luhansk,10
1284,GA1.2.416476986.1580841442,2020-02-04,Losino-Petrovsky,7
1285,GA1.2.1434952566.1579005689,2020-01-14,London,7
1286,GA1.2.1648001480.1580242239,2020-01-28,Lipetsk,7
1287,GA1.2.1648001480.1580242239,2020-01-31,Lipetsk,13
1288,GA1.2.542947311.1580990334,2020-02-06,Leningradskaya,4
1289,GA1.2.573185605.1579717091,2020-01-22,Lenina,9
1290,GA1.2.170284123.1580294416,2020-01-29,Lenina,3
1291,GA1.2.1254729101.1578559942,2020-01-09,Lenina,13
1292,GA1.2.1199982244.1556185729,2020-01-06,Lenina,7
1293,GA1.2.1958500512.1568230430,2020-01-10,Lagos,7
1294,GA1.2.984769434.1581266228,2020-02-09,Kyiv,4
1295,GA1.2.1531858884.1578294415,2020-01-06,Kyiv,15
1296,GA1.2.1460445464.1578587236,2020-01-09,Kyiv,4
1297,GA1.2.1218915799.1581869393,2020-02-16,Kyiv,7
1298,GA1.2.836298098.1580483610,2020-01-31,Krasnoyarsk,7
1299,GA1.2.5871648.1578924662,2020-01-13,Krasnoyarsk,1
1300,GA1.2.1927999990.1579339446,2020-01-18,Krasnoyarsk,7
1301,GA1.2.1453610084.1578562099,2020-01-09,Krasnoyarsk,8
1302,GA1.2.1433146890.1579240812,2020-01-17,Krasnoyarsk,13
1303,GA1.2.1085036751.1578253972,2020-01-05,Krasnoyarsk,4
1304,GA1.2.763472841.1578467881,2020-01-08,Krasnohvardiis'ke,9
1305,GA1.2.60112286.1577752343,2020-01-03,Krasnogorsk,7
1306,GA1.2.411053919.1580569858,2020-02-01,Krasnogorsk,13
1307,GA1.2.999065109.1578755414,2020-01-11,Krasnodar,8
1308,GA1.2.997641750.1579987327,2020-01-26,Krasnodar,10
1309,GA1.2.995602332.1564897066,2020-01-12,Krasnodar,8
1310,GA1.2.994776366.1580638246,2020-02-02,Krasnodar,13
1311,GA1.2.99473760.1575223178,2020-01-07,Krasnodar,4
1312,GA1.2.993843573.1578146964,2020-01-04,Krasnodar,4
1313,GA1.2.993526917.1580237272,2020-01-28,Krasnodar,8
1314,GA1.2.992480127.1579075979,2020-01-15,Krasnodar,15
1315,GA1.2.992387215.1580227221,2020-01-28,Krasnodar,10
1316,GA1.2.98963307.1573708045,2020-02-14,Krasnodar,13
1317,GA1.2.988799009.1577595056,2020-01-01,Krasnodar,10
1318,GA1.2.986291036.1578578046,2020-01-09,Krasnodar,10
1319,GA1.2.985128649.1578656321,2020-01-10,Krasnodar,10
1320,GA1.2.98424729.1580467196,2020-01-31,Krasnodar,10
1321,GA1.2.98424729.1580467196,2020-02-01,Krasnodar,9
1322,GA1.2.982605814.1581679621,2020-02-14,Krasnodar,9
